,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6735,s6736,Movie,Fallen,Gregory Hoblit,Denzel Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736,s6737,Movie,Familiye,Sedat Kirtan,,,,,,,,, International Movies,An ex-con struggles to take care of his two brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6737,s6738,Movie,Famous in Ahmedabad,Hardik Mehta,,India,15-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6738,s6739,Movie,Fanatic,Keith L. Smith,Denyce Lawton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6739,s6740,Movie,Fandry,Nagraj Manjule,Somnath Awghade,,,,,,,, lower-caste lad Jabya falls for lovely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6740,s6741,Movie,Farce,Shadi Ali,Ahmed Fathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6741,s6742,TV Show,Fatal Destiny,,Arucha Tosawat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6742,s6743,TV Show,Father Brown,Ian Barber,Mark Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6743,s6744,Movie,Fear and Loathing in Las Vegas,Terry Gilliam,Johnny Depp,,,,,,,, Christopher Meloni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744,s6745,TV Show,Fear Files... Har Mod Pe Darr,,,India,1-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6745,s6746,Movie,Feel Rich,Peter Spirer,Quincy Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6746,s6747,Movie,Fiddler on the Roof,Norman Jewison,Topol,,,,,,,, his wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6747,s6748,Movie,Fifty,Biyi Bandele,Dakore Akande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6748,s6749,Movie,Figaro Pho,Luke Jurevicius,Luke Jurevicius,United Kingdom,1-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6749,s6750,Movie,Figures of Speech,Ari Levinson,Chris Pine,United States,21-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750,s6751,TV Show,Filinta,,Onur Tuna,,,,,,,, a young police officer investigates crimes and falls in love with the daughter of a wealthy merchant conspiring against him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6751,s6752,Movie,Filmworker,Tony Zierra,Leon Vitali,United States,1-Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6752,s6753,Movie,Filosofi Kopi The Movie,Angga Dwimas Sasongko,Chicco Jerikho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6753,s6754,Movie,Final Destination,James Wong,Devon Sawa,,,,,,,, a group of seemingly lucky teen classmates finds that Death is not so easily cheated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6754,s6755,Movie,Final Destination 2,David R. Ellis,Ali Larter,,,,,,,, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6755,s6756,Movie,Final Destination 3,James Wong,Mary Elizabeth Winstead,,,,,,,, the survivors must face the consequences of cheating death.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756,s6757,Movie,Fire at Sea,Gianfranco Rosi,Samuele Caruana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757,s6758,Movie,Fireflies,Sabal Singh Shekawat,Rahul Khanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6758,s6759,Movie,First Impression,Arthur Muhammad,Lamman Rucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6759,s6760,Movie,First Kill,Steven C. Miller,Hayden Christensen,,,,,,,, but things take a dangerous turn when they witness a crime.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6760,s6761,Movie,FirstBorn,Nirpal Bhogal,Antonia Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6761,s6762,Movie,Fishpeople,Keith Malloy,,,1-Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,s6763,Movie,Fishtail,Andrew Renzi,Harry Dean Stanton,United States,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6763,s6764,TV Show,Fit for Fashion,,Louise Roe,, December 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6764,s6765,Movie,Fittest in Dubai,Gerry Blaksley,,United Arab Emirates,15-Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6765,s6766,Movie,Five Elements Ninjas,Cheh Chang,Tien-chi Cheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6766,s6767,TV Show,Fix It and Finish It,,Antonio Sabato Jr.,United States, July 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6767,s6768,Movie,Flash of Genius,Marc Abraham,Greg Kinnear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6768,s6769,Movie,Flimflam,Khaled Marei,Ahmed Helmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6769,s6770,Movie,Flock of Four,Gregory Caruso,Braeden Lemasters,,,,,,,, four young musicians venture from Pasadena to South-Central Los Angeles in the hopes of hearing a living jazz legend play.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6770,s6771,TV Show,Flowering Heart,,Choi Da-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6771,s6772,Movie,Flying Guillotine 2,Kang Cheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6772,s6773,Movie,Follow Me,Asri Bendacha,Asri Bendacha,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6773,s6774,TV Show,Food: Delicious Science,,Michael Mosley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6774,s6775,TV Show,Footprints in the Sand,,Yenn Teoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6775,s6776,Movie,Footprints: The Path of Your Life,Juan Manuel Cotelo,,Spain,30-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6776,s6777,Movie,For Colored Girls,Tyler Perry,Kimberly Elise,,,,,,,, Hill Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6777,s6778,Movie,For Grace,Mark Helenowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6778,s6779,Movie,For Greater Glory,Dean Wright,Rubén Blades,,,,,,,,2019,2012,R,145 min,Dramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6779,s6780,Movie,For Love or Money,Mark Murphy,Robert Kazinsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780,s6781,Movie,For the Birds,Richard Miron,Kathy Murphy,United States,1-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6781,s6782,Movie,For the Love of Benji,Joe Camp,Patsy Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6782,s6783,TV Show,For the Win,,Brodie Smith,United States,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6783,s6784,Movie,Forbidden Games: The Justin Fashanu Story,Jon Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6784,s6785,Movie,Forbidden Planet,Fred M. Wilcox,Leslie Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6785,s6786,TV Show,Forces of Nature,,,United Kingdom,1-Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6786,s6787,Movie,Forever Chape,Luis Ara,,Brazil,2-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6787,s6788,Movie,Forever Pure,Maya Zinshtein,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6788,s6789,TV Show,Forget Me Not,,,United Kingdom,18-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6789,s6790,Movie,Forks Over Knives,Lee Fulkerson,,United States,3-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6790,s6791,Movie,Four Christmases,Seth Gordon,Vince Vaughn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6791,s6792,TV Show,Four Seasons in Havana,,Jorge Perugorría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6792,s6793,Movie,Four Weddings and a Funeral,Mike Newell,Hugh Grant,,,,,,,,2019,1994,R,118 min,Classic Movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6793,s6794,Movie,Fracture,Gregory Hoblit,Anthony Hopkins,,,,,,,, who allegedly attempted to murder his wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6794,s6795,Movie,Frances Ha,Noah Baumbach,Greta Gerwig,,,,,,,, Juliet Rylance,,,,,, Independent Movies|Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6795,s6796,TV Show,Frasier,,Kelsey Grammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6796,s6797,Movie,Freak Show,Trudie Styler,Alex Lawther,,,,,,,, Marceline Hugot,United States,13-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6797,s6798,Movie,Fred Claus,David Dobkin,Vince Vaughn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6798,s6799,Movie,Free Willy,Simon Wincer,Jason James Richter,,,,,,,, Dramas,Ordered to clean up the graffiti he painted at a marine theme park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6799,s6800,Movie,Freeway: Crack in the System,Marc Levin,Freeway Rick Ross,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800,s6801,Movie,Freezer's Campaign,Sameh Abdulaziz,Bayyumi Fuad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6801,s6802,Movie,French Dirty,Wade Allain-Marcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6802,s6803,Movie,Freshman Year,Jude Okwudiafor Johnson,Diallo Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6803,s6804,TV Show,Friday Night Tykes,,,United States, January 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6804,s6805,Movie,Friday the 13th,Marcus Nispel,Jared Padalecki,,,,,,,, homicidal maniac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6805,s6806,Movie,Friend Request,Simon Verhoeven,Alycia Debnam-Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6806,s6807,TV Show,Friends,,Jennifer Aniston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6807,s6808,Movie,From Japan to Egypt,Mahmoud Karim,Ahmed Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6808,s6809,Movie,From Paris with Love,Pierre Morel,John Travolta,,,,,,,,2020,2010,R,93 min,Action & Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6809,s6810,Movie,Froning: The Fittest Man in History,Heber Cannon,Rich Froning,United States,15-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6810,s6811,TV Show,Frozen Planet,Alastair Fothergill,David Attenborough,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6811,s6812,Movie,Frozen Planet: On Thin Ice,,David Attenborough,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6812,s6813,Movie,Frozen Planet: The Epic Journey,,David Attenborough,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6813,s6814,Movie,Frozen River,Courtney Hunt,Melissa Leo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6814,s6815,Movie,Full Out,Sean Cisterna,Jennifer Beals,,,,,,,, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6815,s6816,Movie,Functional Fitness,Bob Rose,,United States,1-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6816,s6817,Movie,Furie,Le Van Kiet,Ngo Thanh Van,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6817,s6818,Movie,Furthest Witness,Adam Del Giudice,Aaron Stanford,,,,,,,, but when a crazed killer starts hunting down his latest client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6818,s6819,Movie,G-Force,Hoyt Yeatman,Bill Nighy,,,,,,,, Penélope Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,s6820,Movie,Gabriel and the Mountain,Fellipe Barbosa,João Pedro Zappa,,,,,,,, France,9-Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6820,s6821,TV Show,Gabru: Hip Hop Revolution,,Amol Parashar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6821,s6822,Movie,Gagarin: First in Space,Pavel Parkhomenko,Yaroslav Zhalnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6822,s6823,TV Show,Galavant,,Joshua Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6823,s6824,Movie,Galih dan Ratna,Lucky Kuswandi,Refal Hady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6824,s6825,TV Show,Game Winning Hit,,Lego Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6825,s6826,TV Show,Gangs of Hassepur,,Ragini Khanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6826,s6827,Movie,Gangs of New York,Martin Scorsese,Leonardo DiCaprio,,,,,,,, Bill the Butcher.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6827,s6828,TV Show,Gargantia on the Verdurous Planet,,Kaito Ishikawa,,,,,,,, Natalie Hoover,,,,,, Marc Diraison, Matthew Mercer, Karen Strassman|Japan|December 1, 2016|2013||1 Season|Anime Series, International TV Shows|After falling through a wormhole, a space-dwelling teen mecha pilot awakes to find himself amid the inhabitants of a strange planet called ... Earth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6828,s6829,Movie,Garuda Di Dadaku,Ifa Isfansyah,Emir Mahira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6829,s6830,Movie,Garuda in My Heart 2,Rudy Soedjarwo,Emir Mahira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6830,s6831,Movie,Gehenna: Where Death Lives,Hiroshi Katagiri,Eva Swan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6831,s6832,Movie,Gelo,Manbhavan Singh,Jaspinder Cheema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6832,s6833,Movie,Gemini,P.K. Baaburaaj,Esther Anil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6833,s6834,Movie,Gender Revolution: A Journey with Katie Couric,,Katie Couric,United States,1-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6834,s6835,TV Show,Genius of the Ancient World,,Bettany Hughes,United Kingdom,1-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6835,s6836,TV Show,Genius of the Modern World,,Bettany Hughes,United Kingdom,1-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6836,s6837,TV Show,Gentlemen and Gangsters,,David Dencik,,,,,,,, Christopher Wagelin,,,,,, a writer relates his previous year's escapades when he got sucked into the thrilling, sordid orbit of boxer and jazz man Henry Morgan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6837,s6838,Movie,George of the Jungle 2,David Grossman,Christopher Showerman,,,,,,,, clumsy ape-man George finds his jungle kingdom in peril as Really Mean Lion challenges him for the throne.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6838,s6839,TV Show,Geronimo Stilton,Guy Vasilovich,Brian Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6839,s6840,Movie,Get Him to the Greek,Nicholas Stoller,Jonah Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6840,s6841,Movie,Get Santa,Christopher Smith,Jodie Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6841,s6842,TV Show,Get Shorty,,Ray Romano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6842,s6843,Movie,Get Smart,Peter Segal,Steve Carell,,,,,,,, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6843,s6844,Movie,Getting Played,David Silberg,Carmen Electra,,,,,,,,2019,2005,PG-13,85 min,Comedies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6844,s6845,Movie,Ghayal,Rajkumar Santoshi,Sunny Deol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6845,s6846,Movie,Ghost House,Rich Ragsdale,Scout Taylor-Compton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6846,s6847,Movie,Ghost Pain,Kazuchika Kise,,,,,,,,, International Movies,World War IV is over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6847,s6848,Movie,Ghost Rider,Mark Steven Johnson,Nicolas Cage,,,,,,,, daredevil biker Johnny Blaze pays the price by becoming a flame-skulled bounty hunter for Mephistopheles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6848,s6849,Movie,Ghost Tears,Kazuchika Kise,Maaya Sakamoto,,,,,,,, Togusa tracks the killer of a man with a prosthetic leg made by Mermaid's Leg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6849,s6850,TV Show,Ghost Town Gold,,Brit Eaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6850,s6851,Movie,Ghost Whispers,Kazuchika Kise,Maaya Sakamoto,,,,,,,, Motoko must now learn how to take orders from Aramaki.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6851,s6852,Movie,Ghulam-E-Musthafa,Partho Ghosh,Nana Patekar,,,,,,,, a gangster struggles with a moral dilemma when tragic events and enduring enemies take him back to the underworld.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6852,s6853,Movie,Gie,Riri Riza,Nicholas Saputra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6853,s6854,Movie,Gigi,Vincente Minnelli,,,,,,,,, Music & Musicals,Gigi's an avant-garde French waif being groomed as the fille de joie of affluent and handsome Gaston. Soon Gigi metamorphoses into a stunning beauty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6854,s6855,Movie,Ginger & Rosa,Sally Potter,Elle Fanning,,,,,,,,2018,2012,PG-13,90 min,Dramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6855,s6856,Movie,Girl,,,,,,,,,, International Movies,Quadruplets separated as babies reunite in Manila when one needs a liver transplant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6856,s6857,Movie,GLOW: The Story of the Gorgeous Ladies of Wrestling,Brett Whitcomb,,United States,31-Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6857,s6858,TV Show,Glowing Embers,,Henley Hii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6858,s6859,Movie,God Bless the Broken Road,Harold Cronk,Patrika Darbo,,,,,,,, her faith is tested as she struggles to stay afloat financially and raise her daughter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6859,s6860,Movie,God Knows Where I Am,Jedd Wider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6860,s6861,Movie,God of War,Gordon Chan,Vincent Zhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6861,s6862,Movie,God's Not Dead,Harold Cronk,Kevin Sorbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6862,s6863,Movie,God's Not Dead: A Light in Darkness,Michael Mason,David A.R. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6863,s6864,Movie,God's Own Country,Francis Lee,Josh O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6864,s6865,Movie,Gol Maal,Hrishikesh Mukherjee,Amol Palekar,,,,,,,, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6865,s6866,Movie,Golden Time,Takuya Inaba,,Japan,1-Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6866,s6867,Movie,GoldenEye,Martin Campbell,Pierce Brosnan,,,,,,,, Serena Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6867,s6868,Movie,Goldie,Sam de Jong,Slick Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6868,s6869,TV Show,Goldie & Bear,,Natalie Lander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6869,s6870,Movie,Goldstone,Ivan Sen,Aaron Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6870,s6871,Movie,Golmaal: Fun Unlimited,Rohit Shetty,Ajay Devgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6871,s6872,TV Show,Gomorrah,,Marco D'Amore,,,,,,,, Carmine Battaglia,,,,,, which focuses on internal struggles that follow after the head of a family is imprisoned.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6872,s6873,Movie,Gone are the Days,Mark Landre Gould,Lance Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6873,s6874,TV Show,Gonul,Neslihan Yesilyurt,Gökçe Bahadır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6874,s6875,Movie,Good Kids,Chris McCoy,Nicholas Braun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6875,s6876,Movie,Good Kill,Andrew Niccol,Ethan Hawke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6876,s6877,Movie,Good Kisser,Wendy Jo Carlton,Kari Alison Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6877,s6878,Movie,Good Luck,Tarek Abdel Moaty,Ahmed Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6878,s6879,Movie,Good Night,,,,,,,,,, France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6879,s6880,Movie,Good People,Henrik Ruben Genz,James Franco,,,,,,,, Sweden,8-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6880,s6881,Movie,GoodFellas,Martin Scorsese,Robert De Niro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6881,s6882,Movie,Gook,Justin Chon,Simone Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6882,s6883,Movie,Goon,Michael Dowse,Seann William Scott,,,,,,,, Doug Glatt is hired by a rival team ... for his fighting skills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6883,s6884,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,Jeremy Ray Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6884,s6885,Movie,Gosford Park,Robert Altman,Eileen Atkins,,,,,,,, Ryan Phillippe,,,,,, James Wilby|United States, United Kingdom, Italy|November 1, 2019|2001|R|137 min|Comedies, Dramas, International Movies|In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered.,,,,,,,,,,,,,,,,,,,,,,,,,,,
